studyhours,attendance,resources,extracurricular,motivation,internet,gender,age,learningstyle,onlinecourses,discussions,assignmentcompletion,examscore,edutech,stresslevel,finalgrade
23,93,Many,No,High,Yes,Male,24,Visual,15,Rarely,62,94,Yes,High,Fail
23,93,Many,No,High,Yes,Male,25,Visual,5,Rarely,61,75,No,Low,Average
23,93,Many,No,High,Yes,Male,27,Visual,11,Rarely,96,81,Yes,High,Average
23,93,Many,Yes,High,Yes,Male,22,Visual,14,Rarely,62,59,Yes,Medium,Good
23,93,Many,Yes,High,Yes,Male,26,Visual,10,Rarely,72,51,Yes,Medium,Excellent
23,93,Many,Yes,High,Yes,Male,24,Visual,15,Rarely,62,94,Yes,High,Fail
23,93,Many,Yes,High,Yes,Male,25,Visual,5,Rarely,61,75,No,Low,Average
23,93,Many,Yes,High,Yes,Male,27,Visual,11,Rarely,96,81,Yes,High,Average
23,93,Some,Yes,High,Yes,Male,22,Visual,14,Rarely,62,59,Yes,Medium,Good
23,93,Some,Yes,High,Yes,Male,26,Visual,10,Rarely,72,51,Yes,Medium,Excellent
23,93,Some,Yes,High,Yes,Male,24,Visual,15,Rarely,62,94,Yes,High,Fail
23,93,Some,Yes,High,Yes,Male,25,Visual,5,Rarely,61,75,No,Low,Average
23,93,Some,Yes,High,Yes,Male,27,Visual,11,Rarely,96,81,Yes,High,Average
23,93,Some,No,Medium,Yes,Male,22,Visual,14,Rarely,62,59,Yes,Medium,Good
23,93,Some,No,Medium,Yes,Male,26,Visual,10,Rarely,72,51,Yes,Medium,Excellent
23,93,Some,No,Medium,Yes,Male,24,Visual,15,Rarely,62,94,Yes,High,Fail
23,93,Some,No,Medium,Yes,Male,25,Visual,5,Rarely,61,75,No,Low,Average
23,93,Some,No,Medium,Yes,Male,27,Visual,11,Rarely,96,81,Yes,High,Average
28,62,Many,No,Medium,Yes,Male,19,Visual,17,Often,87,64,No,Medium,Good
28,62,Many,No,Medium,Yes,Male,26,Visual,5,Rarely,64,46,Yes,Medium,Excellent
28,62,Many,No,Medium,Yes,Male,26,Visual,13,Rarely,72,95,Yes,Low,Fail
28,62,Many,No,Medium,Yes,Male,29,Visual,12,Often,53,62,Yes,High,Good
28,62,Many,No,Medium,Yes,Male,27,Visual,10,Rarely,90,86,Yes,High,Fail
28,62,Many,No,Medium,Yes,Male,21,Visual,14,Often,100,72,Yes,High,Average
30,76,Some,Yes,Medium,Yes,Female,20,Visual,6,Often,62,58,Yes,High,Good
8,90,Many,No,High,Yes,Female,26,Kinesthetic,18,Rarely,72,70,Yes,High,Average
8,90,Many,No,High,Yes,Female,24,Auditory,18,Often,62,71,Yes,Medium,Average
8,90,Many,No,High,Yes,Female,21,Kinesthetic,1,Rarely,65,67,Yes,Medium,Good
8,90,Many,No,High,Yes,Female,24,Visual,19,Rarely,95,91,Yes,Medium,Fail
8,90,Many,No,High,Yes,Female,26,Visual,6,Often,96,52,Yes,Medium,Excellent
8,90,Some,No,High,Yes,Female,26,Kinesthetic,18,Rarely,72,70,Yes,High,Average
8,90,Some,No,High,Yes,Female,24,Auditory,18,Often,62,71,Yes,Medium,Average
8,90,Some,No,High,Yes,Female,21,Kinesthetic,1,Rarely,65,67,Yes,Medium,Good
8,90,Some,No,High,Yes,Female,24,Visual,19,Rarely,95,91,Yes,Medium,Fail
8,90,Some,No,High,Yes,Female,26,Visual,6,Often,96,52,Yes,Medium,Excellent
32,81,Some,No,High,Yes,Male,21,Visual,14,Often,61,100,No,High,Fail
32,81,Some,No,High,Yes,Male,19,Kinesthetic,11,Rarely,65,93,Yes,Medium,Fail
32,81,Some,No,High,Yes,Male,29,Visual,6,Often,65,83,Yes,Medium,Average
8,78,Some,Yes,Medium,Yes,Female,18,Visual,15,Often,54,50,No,Medium,Excellent
8,78,Some,Yes,Medium,Yes,Female,28,Auditory,15,Often,72,92,No,Low,Fail
20,87,Many,Yes,Medium,Yes,Male,27,Kinesthetic,12,Often,55,99,Yes,High,Fail
20,87,Many,Yes,Medium,Yes,Male,29,Visual,19,Rarely,78,97,Yes,High,Fail
20,87,Some,No,Medium,Yes,Male,27,Kinesthetic,12,Often,55,99,Yes,High,Fail
20,87,Some,No,Medium,Yes,Male,29,Visual,19,Rarely,78,97,Yes,High,Fail
20,87,Many,No,Low,Yes,Male,27,Kinesthetic,12,Often,55,99,Yes,High,Fail
20,87,Many,No,Low,Yes,Male,29,Visual,19,Rarely,78,97,Yes,High,Fail
20,87,Some,No,Medium,No,Male,27,Kinesthetic,12,Often,55,99,Yes,High,Fail
20,87,Some,No,Medium,No,Male,29,Visual,19,Rarely,78,97,Yes,High,Fail
24,74,Some,Yes,High,Yes,Female,21,Kinesthetic,0,Often,71,78,Yes,High,Average
24,74,Some,Yes,Low,Yes,Female,21,Kinesthetic,0,Often,71,78,Yes,High,Average
20,100,Some,Yes,Medium,Yes,Male,23,Visual,0,Rarely,97,59,Yes,High,Good
20,100,Some,Yes,Medium,Yes,Male,26,Visual,15,Rarely,52,75,No,High,Average
9,69,Some,Yes,Medium,Yes,Female,18,Kinesthetic,13,Rarely,59,41,Yes,High,Excellent
9,69,Some,Yes,Medium,Yes,Female,19,Visual,13,Rarely,50,44,Yes,Low,Excellent
9,69,Many,Yes,Medium,Yes,Female,18,Kinesthetic,13,Rarely,59,41,Yes,High,Excellent
9,69,Many,Yes,Medium,Yes,Female,19,Visual,13,Rarely,50,44,Yes,Low,Excellent
30,91,Some,No,Low,Yes,Male,18,Kinesthetic,14,Often,58,82,Yes,Low,Average
30,91,Some,No,Low,Yes,Male,21,Visual,12,Often,73,79,No,High,Average
30,91,Some,No,Low,Yes,Male,26,Visual,12,Often,89,79,No,Medium,Average
30,91,Many,Yes,Low,Yes,Male,18,Kinesthetic,14,Often,58,82,Yes,Low,Average
30,91,Many,Yes,Low,Yes,Male,21,Visual,12,Often,73,79,No,High,Average
30,91,Many,Yes,Low,Yes,Male,26,Visual,12,Often,89,79,No,Medium,Average
30,91,Some,Yes,Medium,Yes,Male,18,Kinesthetic,14,Often,58,82,Yes,Low,Average
30,91,Some,Yes,Medium,Yes,Male,21,Visual,12,Often,73,79,No,High,Average
30,91,Some,Yes,Medium,Yes,Male,26,Visual,12,Often,89,79,No,Medium,Average
10,95,Some,Yes,High,Yes,Female,18,Visual,1,Often,51,70,Yes,High,Average
10,95,Some,No,High,Yes,Female,18,Visual,1,Often,51,70,Yes,High,Average
10,95,Many,Yes,High,Yes,Female,18,Visual,1,Often,51,70,Yes,High,Average
26,70,Some,No,Low,Yes,Female,25,Kinesthetic,2,Often,100,71,No,High,Average
26,70,Some,No,Low,Yes,Female,27,Visual,8,Often,69,76,Yes,Medium,Average
26,70,Some,No,Low,Yes,Female,26,Visual,8,Rarely,53,41,No,Medium,Excellent
26,70,Some,No,Low,Yes,Female,24,Visual,17,Rarely,72,67,No,High,Good
26,70,Many,Yes,Medium,Yes,Female,25,Kinesthetic,2,Often,100,71,No,High,Average
26,70,Many,Yes,Medium,Yes,Female,27,Visual,8,Often,69,76,Yes,Medium,Average
26,70,Many,Yes,Medium,Yes,Female,26,Visual,8,Rarely,53,41,No,Medium,Excellent
26,70,Many,Yes,Medium,Yes,Female,24,Visual,17,Rarely,72,67,No,High,Good
26,88,Many,No,Medium,Yes,Male,20,Kinesthetic,18,Rarely,65,58,Yes,Medium,Good
26,88,Many,No,Medium,Yes,Male,29,Visual,4,Often,72,45,No,High,Excellent
26,88,Many,Yes,High,No,Male,20,Kinesthetic,18,Rarely,65,58,Yes,Medium,Good
26,88,Many,Yes,High,No,Male,29,Visual,4,Often,72,45,No,High,Excellent
14,72,Many,No,Medium,Yes,Male,18,Auditory,17,Rarely,61,77,No,Low,Average
14,72,Many,No,Medium,Yes,Male,26,Visual,12,Often,60,77,Yes,Medium,Average
11,100,Some,Yes,Low,Yes,Female,19,Auditory,1,Often,53,91,Yes,Low,Fail
11,100,Some,Yes,Low,Yes,Female,20,Visual,8,Often,52,40,No,Medium,Excellent
11,100,Some,Yes,Low,Yes,Female,27,Kinesthetic,5,Rarely,68,83,Yes,High,Average
8,65,Some,No,Medium,Yes,Female,23,Visual,20,Rarely,51,63,Yes,Low,Good
8,65,Some,No,Medium,Yes,Female,22,Kinesthetic,8,Rarely,71,70,Yes,High,Average
16,87,Some,No,High,Yes,Female,20,Visual,14,Rarely,62,78,Yes,High,Average
16,87,Some,No,High,Yes,Female,29,Visual,18,Often,90,52,No,Medium,Excellent
16,87,Some,Yes,Medium,No,Female,20,Visual,14,Rarely,62,78,Yes,High,Average
16,87,Some,Yes,Medium,No,Female,29,Visual,18,Often,90,52,No,Medium,Excellent
27,71,Some,Yes,Medium,No,Male,18,Kinesthetic,16,Rarely,50,58,Yes,Low,Good
27,71,Some,Yes,Medium,No,Male,26,Kinesthetic,16,Often,80,86,Yes,Medium,Fail
11,86,Many,Yes,Medium,Yes,Female,24,Visual,17,Often,69,43,Yes,High,Excellent
11,86,Some,Yes,Medium,Yes,Female,24,Visual,17,Often,69,43,Yes,High,Excellent
14,95,Some,Yes,Medium,Yes,Female,20,Kinesthetic,12,Rarely,99,55,Yes,Medium,Good
14,95,Some,Yes,Medium,Yes,Female,22,Visual,9,Rarely,52,69,No,Low,Good
15,79,Many,Yes,Medium,Yes,Male,26,Kinesthetic,19,Often,62,82,Yes,Low,Average
15,79,Many,Yes,Medium,Yes,Male,25,Visual,0,Often,73,58,Yes,High,Good
15,79,Many,Yes,Medium,Yes,Male,27,Visual,15,Often,83,73,Yes,High,Average
15,79,Many,Yes,Medium,Yes,Male,20,Kinesthetic,9,Rarely,74,46,No,Medium,Excellent
31,99,Some,Yes,High,Yes,Male,21,Kinesthetic,1,Rarely,79,49,Yes,Medium,Excellent
31,99,Some,Yes,High,Yes,Male,29,Auditory,6,Often,64,63,Yes,Medium,Good
30,84,Some,Yes,Medium,Yes,Male,27,Visual,16,Often,55,63,Yes,Medium,Good
30,84,Some,Yes,Medium,Yes,Male,24,Auditory,8,Rarely,94,97,Yes,High,Fail
30,84,Some,Yes,Medium,Yes,Male,19,Kinesthetic,5,Rarely,66,75,No,Medium,Average
30,84,Some,Yes,Low,Yes,Male,27,Visual,16,Often,55,63,Yes,Medium,Good
30,84,Some,Yes,Low,Yes,Male,24,Auditory,8,Rarely,94,97,Yes,High,Fail
30,84,Some,Yes,Low,Yes,Male,19,Kinesthetic,5,Rarely,66,75,No,Medium,Average
11,66,Some,Yes,Medium,Yes,Male,18,Auditory,15,Rarely,96,58,No,Medium,Good
11,66,Some,Yes,Medium,Yes,Male,18,Kinesthetic,11,Often,61,85,Yes,Low,Fail
11,66,Some,Yes,Medium,Yes,Male,29,Visual,13,Often,70,54,Yes,Medium,Excellent
17,70,Some,No,Medium,Yes,Female,23,Auditory,18,Often,85,54,Yes,High,Excellent
17,70,Some,No,Medium,Yes,Female,25,Visual,8,Often,74,73,No,High,Average
17,70,Some,No,Medium,Yes,Female,21,Visual,6,Rarely,95,89,Yes,High,Fail
17,70,Some,No,Medium,Yes,Female,28,Visual,15,Often,97,82,Yes,Low,Average
31,83,Many,Yes,Medium,Yes,Female,20,Kinesthetic,13,Rarely,53,100,Yes,Low,Fail
16,65,Some,Yes,High,Yes,Male,27,Auditory,2,Rarely,62,63,Yes,Low,Good
34,61,Some,No,Low,Yes,Male,20,Visual,18,Rarely,76,57,Yes,High,Good
34,61,Some,No,Low,Yes,Male,19,Kinesthetic,9,Often,70,86,Yes,Medium,Fail
34,61,Some,No,Low,Yes,Male,26,Visual,5,Often,64,62,No,High,Good
34,61,Some,No,Low,Yes,Male,24,Auditory,7,Often,51,48,Yes,Medium,Excellent
28,90,Some,Yes,Medium,Yes,Male,23,Kinesthetic,18,Rarely,59,43,Yes,Medium,Excellent
28,90,Some,Yes,Medium,Yes,Male,19,Auditory,17,Often,67,72,Yes,High,Average
28,90,Some,Yes,Medium,Yes,Male,21,Auditory,8,Rarely,78,96,Yes,Medium,Fail
5,93,Some,Yes,Medium,No,Male,24,Visual,20,Rarely,60,69,No,High,Good
5,93,Some,Yes,Medium,No,Male,21,Visual,6,Often,66,47,Yes,Medium,Excellent
6,69,Some,Yes,Medium,No,Male,29,Visual,18,Often,79,89,Yes,High,Fail
6,69,Some,Yes,Medium,No,Male,28,Auditory,16,Often,85,84,Yes,High,Average
11,91,Some,No,Medium,Yes,Male,25,Visual,11,Often,84,86,No,Medium,Fail
11,91,Some,No,Medium,Yes,Male,29,Auditory,4,Rarely,87,84,Yes,Low,Average
13,82,Some,Yes,Medium,Yes,Male,27,Kinesthetic,8,Often,68,96,No,High,Fail
13,82,Some,Yes,Medium,Yes,Male,29,Auditory,0,Rarely,59,55,Yes,Medium,Good
13,82,Some,Yes,Medium,Yes,Male,26,Kinesthetic,18,Rarely,93,96,Yes,High,Fail
13,82,Some,Yes,Medium,Yes,Male,21,Visual,15,Often,64,84,Yes,High,Average
13,82,Some,Yes,Medium,Yes,Male,20,Visual,12,Rarely,73,42,Yes,Medium,Excellent
13,82,Some,Yes,Medium,Yes,Male,29,Auditory,11,Often,66,52,No,High,Excellent
13,82,Many,No,Medium,Yes,Male,27,Kinesthetic,8,Often,68,96,No,High,Fail
13,82,Many,No,Medium,Yes,Male,29,Auditory,0,Rarely,59,55,Yes,Medium,Good
13,82,Many,No,Medium,Yes,Male,26,Kinesthetic,18,Rarely,93,96,Yes,High,Fail
13,82,Many,No,Medium,Yes,Male,21,Visual,15,Often,64,84,Yes,High,Average
13,82,Many,No,Medium,Yes,Male,20,Visual,12,Rarely,73,42,Yes,Medium,Excellent
13,82,Many,No,Medium,Yes,Male,29,Auditory,11,Often,66,52,No,High,Excellent
9,96,Some,Yes,Low,Yes,Male,29,Auditory,18,Often,74,74,Yes,Low,Average
9,96,Some,Yes,Low,Yes,Male,25,Auditory,1,Rarely,92,99,No,High,Fail
25,61,Many,Yes,Low,Yes,Male,21,Auditory,20,Often,58,60,Yes,High,Good
25,61,Some,No,High,Yes,Male,21,Auditory,20,Often,58,60,Yes,High,Good
25,61,Many,No,Medium,Yes,Male,21,Auditory,20,Often,58,60,Yes,High,Good
31,63,Many,No,Medium,Yes,Male,25,Kinesthetic,1,Often,97,99,No,Low,Fail
31,63,Many,No,Medium,Yes,Male,27,Kinesthetic,11,Rarely,91,97,Yes,Low,Fail
9,80,Some,No,Medium,Yes,Female,25,Visual,3,Rarely,69,100,Yes,Low,Fail
33,92,Many,Yes,Low,Yes,Male,19,Visual,3,Often,57,93,Yes,High,Fail
33,92,Many,Yes,Low,Yes,Male,24,Visual,9,Rarely,98,79,Yes,High,Average
33,92,Many,Yes,Low,Yes,Male,26,Visual,15,Rarely,57,60,Yes,Medium,Good
33,92,Many,Yes,Low,Yes,Male,21,Visual,14,Rarely,60,58,Yes,High,Good
33,92,Many,Yes,Low,Yes,Male,18,Auditory,16,Rarely,86,63,No,Low,Good
8,60,Some,Yes,High,Yes,Male,20,Visual,9,Rarely,68,90,No,High,Fail
8,60,Some,Yes,High,Yes,Male,24,Visual,16,Often,96,52,No,High,Excellent
8,78,Many,No,Low,Yes,Male,18,Kinesthetic,16,Rarely,97,62,No,Medium,Good
8,78,Many,No,Low,Yes,Male,29,Kinesthetic,5,Often,88,50,Yes,Low,Excellent
33,63,Many,Yes,Medium,Yes,Female,29,Visual,6,Often,70,79,Yes,High,Average
14,86,Some,No,Medium,Yes,Male,29,Auditory,2,Often,60,84,No,High,Average
14,86,Some,No,Medium,Yes,Male,18,Visual,3,Rarely,54,53,No,Medium,Excellent
14,86,Some,Yes,Medium,Yes,Male,29,Auditory,2,Often,60,84,No,High,Average
14,86,Some,Yes,Medium,Yes,Male,18,Visual,3,Rarely,54,53,No,Medium,Excellent
12,89,Some,Yes,Low,Yes,Male,20,Visual,14,Rarely,70,53,Yes,High,Excellent
12,89,Some,Yes,Low,Yes,Male,21,Kinesthetic,1,Rarely,86,87,Yes,High,Fail
12,89,Many,Yes,Low,Yes,Male,20,Visual,14,Rarely,70,53,Yes,High,Excellent
12,89,Many,Yes,Low,Yes,Male,21,Kinesthetic,1,Rarely,86,87,Yes,High,Fail
10,70,Many,Yes,Medium,Yes,Male,26,Visual,13,Rarely,54,73,Yes,Low,Average
10,70,Many,Yes,Medium,Yes,Male,28,Visual,9,Rarely,97,64,Yes,Medium,Good
10,70,Many,Yes,Medium,Yes,Male,28,Visual,6,Rarely,90,70,Yes,Medium,Average
10,70,Many,Yes,Medium,Yes,Male,19,Visual,8,Often,95,58,Yes,Medium,Good
26,95,Some,No,Medium,Yes,Female,27,Kinesthetic,1,Rarely,79,95,No,Low,Fail
26,95,Some,No,Medium,Yes,Female,27,Visual,12,Rarely,87,94,Yes,Medium,Fail
26,95,Some,No,Medium,Yes,Female,26,Visual,3,Rarely,82,80,Yes,High,Average
26,65,Some,Yes,Low,Yes,Female,27,Visual,8,Rarely,83,62,No,High,Good
26,65,Some,Yes,Low,Yes,Female,25,Kinesthetic,9,Often,74,97,Yes,High,Fail
26,65,Some,Yes,Low,Yes,Female,22,Visual,15,Often,66,65,No,Low,Good
26,65,Some,Yes,Low,Yes,Female,18,Auditory,20,Rarely,93,52,Yes,High,Excellent
26,65,Some,Yes,Medium,Yes,Female,27,Visual,8,Rarely,83,62,No,High,Good
26,65,Some,Yes,Medium,Yes,Female,25,Kinesthetic,9,Often,74,97,Yes,High,Fail
26,65,Some,Yes,Medium,Yes,Female,22,Visual,15,Often,66,65,No,Low,Good
26,65,Some,Yes,Medium,Yes,Female,18,Auditory,20,Rarely,93,52,Yes,High,Excellent
8,83,Some,Yes,Low,Yes,Male,24,Visual,10,Rarely,54,56,No,High,Good
26,69,Many,Yes,Medium,Yes,Male,24,Visual,4,Rarely,91,64,Yes,High,Good
26,69,Many,Yes,Medium,Yes,Male,28,Auditory,4,Often,84,69,Yes,High,Good
26,69,Many,Yes,Medium,Yes,Male,21,Auditory,20,Often,77,74,Yes,Medium,Average
26,69,Many,No,Low,No,Male,24,Visual,4,Rarely,91,64,Yes,High,Good
26,69,Many,No,Low,No,Male,28,Auditory,4,Often,84,69,Yes,High,Good
26,69,Many,No,Low,No,Male,21,Auditory,20,Often,77,74,Yes,Medium,Average
26,69,Some,Yes,Medium,Yes,Male,24,Visual,4,Rarely,91,64,Yes,High,Good
26,69,Some,Yes,Medium,Yes,Male,28,Auditory,4,Often,84,69,Yes,High,Good
26,69,Some,Yes,Medium,Yes,Male,21,Auditory,20,Often,77,74,Yes,Medium,Average
26,69,Some,No,Medium,Yes,Male,24,Visual,4,Rarely,91,64,Yes,High,Good
26,69,Some,No,Medium,Yes,Male,28,Auditory,4,Often,84,69,Yes,High,Good
26,69,Some,No,Medium,Yes,Male,21,Auditory,20,Often,77,74,Yes,Medium,Average
32,85,Some,Yes,Low,No,Female,26,Auditory,5,Often,100,55,Yes,High,Good
32,85,Some,Yes,Low,No,Female,24,Visual,0,Rarely,76,72,Yes,Medium,Average
11,84,Some,Yes,High,Yes,Female,24,Visual,19,Often,73,52,Yes,High,Excellent
11,84,Some,Yes,High,Yes,Female,19,Visual,15,Often,81,59,No,Medium,Good
11,84,Some,Yes,High,Yes,Female,18,Visual,9,Often,80,88,Yes,High,Fail
8,87,Many,No,Low,Yes,Female,29,Auditory,15,Rarely,64,76,Yes,High,Average
8,87,Many,No,Low,Yes,Female,18,Visual,18,Often,82,74,Yes,High,Average
8,87,Many,No,Low,Yes,Female,21,Kinesthetic,12,Rarely,60,94,Yes,High,Fail
8,87,Many,No,Low,Yes,Female,28,Visual,19,Rarely,99,57,Yes,High,Good
21,73,Many,No,Medium,Yes,Male,26,Visual,9,Often,58,76,Yes,High,Average
21,73,Many,No,Medium,Yes,Male,20,Visual,6,Rarely,63,88,No,High,Fail
21,73,Many,No,Medium,Yes,Male,24,Visual,3,Often,90,57,Yes,High,Good
21,73,Many,No,Medium,Yes,Male,26,Visual,4,Often,53,99,Yes,High,Fail
21,73,Many,No,Medium,Yes,Male,25,Visual,4,Often,95,85,Yes,Medium,Fail
21,73,Many,No,Medium,Yes,Male,24,Auditory,19,Rarely,86,76,Yes,Medium,Average
10,66,Many,No,Medium,Yes,Female,24,Visual,15,Rarely,73,49,Yes,High,Excellent
10,66,Many,No,Medium,Yes,Female,28,Kinesthetic,17,Rarely,60,54,Yes,Low,Excellent
10,66,Many,No,Medium,Yes,Female,24,Auditory,10,Rarely,96,66,No,High,Good
10,66,Many,No,Medium,Yes,Female,25,Visual,0,Often,56,85,Yes,High,Fail
10,66,Some,No,Low,Yes,Female,24,Visual,15,Rarely,73,49,Yes,High,Excellent
10,66,Some,No,Low,Yes,Female,28,Kinesthetic,17,Rarely,60,54,Yes,Low,Excellent
10,66,Some,No,Low,Yes,Female,24,Auditory,10,Rarely,96,66,No,High,Good
10,66,Some,No,Low,Yes,Female,25,Visual,0,Often,56,85,Yes,High,Fail
6,85,Some,Yes,High,Yes,Male,24,Visual,8,Rarely,61,63,Yes,High,Good
6,85,Some,Yes,High,Yes,Male,23,Auditory,2,Often,86,93,Yes,Medium,Fail
6,85,Some,Yes,High,Yes,Male,20,Auditory,12,Rarely,59,90,Yes,Medium,Fail
6,85,Some,Yes,High,Yes,Male,25,Kinesthetic,20,Often,74,61,Yes,High,Good
17,70,Some,No,Low,Yes,Male,26,Kinesthetic,5,Rarely,60,84,Yes,High,Average
17,70,Some,No,Low,Yes,Male,24,Kinesthetic,2,Often,78,73,Yes,High,Average
17,70,Some,No,Low,Yes,Male,23,Visual,12,Often,70,89,Yes,High,Fail
17,70,Some,Yes,Low,Yes,Male,26,Kinesthetic,5,Rarely,60,84,Yes,High,Average
17,70,Some,Yes,Low,Yes,Male,24,Kinesthetic,2,Often,78,73,Yes,High,Average
17,70,Some,Yes,Low,Yes,Male,23,Visual,12,Often,70,89,Yes,High,Fail
14,99,Some,Yes,High,Yes,Male,18,Kinesthetic,6,Rarely,65,95,Yes,Medium,Fail
14,99,Some,Yes,High,Yes,Male,23,Visual,16,Often,50,99,Yes,High,Fail
14,99,Some,Yes,High,Yes,Male,20,Visual,2,Rarely,73,41,Yes,Low,Excellent
14,99,Some,Yes,High,Yes,Male,25,Kinesthetic,20,Rarely,88,60,No,High,Good
14,99,Some,No,High,No,Male,18,Kinesthetic,6,Rarely,65,95,Yes,Medium,Fail
14,99,Some,No,High,No,Male,23,Visual,16,Often,50,99,Yes,High,Fail
14,99,Some,No,High,No,Male,20,Visual,2,Rarely,73,41,Yes,Low,Excellent
14,99,Some,No,High,No,Male,25,Kinesthetic,20,Rarely,88,60,No,High,Good
15,92,Some,No,Medium,Yes,Female,27,Auditory,16,Often,86,88,No,Medium,Fail
15,92,Some,No,Medium,Yes,Female,28,Visual,9,Often,68,44,Yes,Low,Excellent
15,92,Some,Yes,Low,Yes,Female,27,Auditory,16,Often,86,88,No,Medium,Fail
15,92,Some,Yes,Low,Yes,Female,28,Visual,9,Often,68,44,Yes,Low,Excellent
5,62,Many,No,Low,Yes,Female,20,Auditory,3,Often,53,43,Yes,High,Excellent
9,66,Some,No,Low,Yes,Female,27,Visual,15,Often,94,62,No,Low,Good
8,72,Many,Yes,High,Yes,Female,26,Visual,17,Rarely,63,43,Yes,High,Excellent
8,72,Many,Yes,High,Yes,Female,29,Auditory,15,Rarely,78,67,No,Low,Good
13,68,Many,No,Medium,Yes,Male,29,Kinesthetic,0,Rarely,67,73,Yes,High,Average
13,68,Many,No,Medium,Yes,Male,29,Auditory,7,Often,92,48,No,High,Excellent
13,68,Many,No,Medium,Yes,Male,29,Kinesthetic,2,Often,86,47,Yes,High,Excellent
13,68,Many,No,Medium,Yes,Male,29,Visual,17,Often,91,84,Yes,Low,Average
13,68,Many,No,Medium,Yes,Male,25,Auditory,10,Often,98,43,No,Medium,Excellent
13,68,Many,No,Medium,Yes,Male,25,Visual,7,Often,55,40,No,Low,Excellent
13,68,Many,No,Medium,Yes,Male,25,Kinesthetic,5,Rarely,66,92,Yes,High,Fail
13,68,Many,No,Medium,Yes,Male,23,Kinesthetic,8,Rarely,87,82,No,Medium,Average
25,81,Many,Yes,Low,Yes,Male,18,Auditory,15,Rarely,72,40,No,High,Excellent
25,81,Many,Yes,Low,Yes,Male,26,Auditory,1,Rarely,60,66,Yes,High,Good
25,81,Some,No,Low,Yes,Male,18,Auditory,15,Rarely,72,40,No,High,Excellent
25,81,Some,No,Low,Yes,Male,26,Auditory,1,Rarely,60,66,Yes,High,Good
25,81,Some,Yes,High,Yes,Male,18,Auditory,15,Rarely,72,40,No,High,Excellent
25,81,Some,Yes,High,Yes,Male,26,Auditory,1,Rarely,60,66,Yes,High,Good
12,83,Some,Yes,Medium,Yes,Female,25,Auditory,14,Rarely,72,73,Yes,High,Average
12,83,Some,Yes,Medium,Yes,Female,25,Kinesthetic,20,Rarely,57,49,Yes,High,Excellent
12,83,Many,No,Medium,Yes,Female,25,Auditory,14,Rarely,72,73,Yes,High,Average
12,83,Many,No,Medium,Yes,Female,25,Kinesthetic,20,Rarely,57,49,Yes,High,Excellent
13,89,Many,No,Low,Yes,Female,24,Visual,0,Often,75,68,Yes,Low,Good
13,89,Many,No,Low,Yes,Female,27,Kinesthetic,9,Rarely,97,88,Yes,High,Fail
13,89,Many,Yes,Medium,Yes,Female,24,Visual,0,Often,75,68,Yes,Low,Good
13,89,Many,Yes,Medium,Yes,Female,27,Kinesthetic,9,Rarely,97,88,Yes,High,Fail
7,98,Some,Yes,Medium,Yes,Female,19,Kinesthetic,7,Rarely,58,41,Yes,Medium,Excellent
7,98,Some,Yes,Medium,Yes,Female,22,Auditory,13,Rarely,80,92,Yes,High,Fail
7,98,Some,Yes,Medium,Yes,Female,18,Kinesthetic,5,Often,63,97,Yes,Medium,Fail
10,67,Some,Yes,Medium,Yes,Male,18,Visual,20,Rarely,95,78,Yes,Low,Average
10,67,Some,Yes,Medium,Yes,Male,25,Visual,3,Often,73,54,No,Low,Excellent
10,67,Some,Yes,Medium,Yes,Male,18,Visual,16,Rarely,61,62,Yes,High,Good
10,67,Some,Yes,Medium,Yes,Male,26,Visual,19,Rarely,67,60,Yes,Medium,Good
10,67,Some,Yes,Medium,Yes,Male,28,Kinesthetic,12,Often,99,68,Yes,Medium,Good
10,67,Many,No,Medium,Yes,Male,18,Visual,20,Rarely,95,78,Yes,Low,Average
10,67,Many,No,Medium,Yes,Male,25,Visual,3,Often,73,54,No,Low,Excellent
10,67,Many,No,Medium,Yes,Male,18,Visual,16,Rarely,61,62,Yes,High,Good
10,67,Many,No,Medium,Yes,Male,26,Visual,19,Rarely,67,60,Yes,Medium,Good
10,67,Many,No,Medium,Yes,Male,28,Kinesthetic,12,Often,99,68,Yes,Medium,Good
28,71,Many,No,Medium,Yes,Female,18,Auditory,15,Often,88,92,Yes,High,Fail
28,71,Many,No,Medium,Yes,Female,24,Auditory,6,Rarely,89,95,Yes,High,Fail
28,71,Many,No,Medium,Yes,Female,28,Visual,2,Often,79,93,No,High,Fail
17,95,Some,No,High,Yes,Female,28,Auditory,9,Often,67,79,Yes,Medium,Average
17,95,Some,No,High,Yes,Female,26,Kinesthetic,2,Rarely,88,87,No,Medium,Fail
17,95,Some,No,High,Yes,Female,27,Visual,18,Often,99,83,Yes,Medium,Average
17,95,Some,No,High,Yes,Female,19,Kinesthetic,10,Often,96,99,Yes,High,Fail
14,97,Some,Yes,Medium,Yes,Female,26,Kinesthetic,18,Rarely,97,79,No,High,Average
7,97,Many,No,Medium,Yes,Male,20,Visual,5,Often,79,87,Yes,Low,Fail
7,97,Many,No,Medium,Yes,Male,25,Auditory,10,Often,100,41,Yes,Medium,Excellent
28,60,Some,Yes,Low,Yes,Female,27,Auditory,12,Often,74,79,Yes,Low,Average
28,60,Some,Yes,Low,Yes,Female,29,Visual,5,Rarely,57,73,Yes,Medium,Average
